2.6795e-08  7.52997e-15  
2.67938e-08  2.40544e-10  
2.67895e-08  5.39384e-10  
2.6782e-08  8.33823e-10  
2.67713e-08  1.12577e-09  
2.67573e-08  1.41977e-09  
2.67395e-08  1.72202e-09  
2.67185e-08  2.02335e-09  
2.66921e-08  2.34492e-09  
2.6662e-08  2.66562e-09  
2.66282e-08  2.98483e-09  
2.65882e-08  3.32235e-09  
2.65437e-08  3.66069e-09  
2.6494e-08  4.00467e-09  
2.64388e-08  4.3537e-09  
2.63779e-08  4.70938e-09  
2.63113e-08  5.06803e-09  
2.62386e-08  5.43204e-09  
2.61575e-08  5.80993e-09  
2.60698e-08  6.1917e-09  
2.59756e-08  6.57573e-09  
2.58747e-08  6.96181e-09  
2.5764e-08  7.3611e-09  
2.56469e-08  7.75914e-09  
2.5523e-08  8.15742e-09  
2.53862e-08  8.57373e-09  
2.52435e-08  8.98538e-09  
2.50896e-08  9.40651e-09  
2.49267e-08  9.82992e-09  
2.47553e-08  1.02542e-08  
2.45731e-08  1.06833e-08  
2.43814e-08  1.11138e-08  
2.418e-08  1.15456e-08  
2.39675e-08  1.19805e-08  
2.37462e-08  1.24133e-08  
2.35113e-08  1.28527e-08  
2.32657e-08  1.3292e-08  
2.30102e-08  1.37296e-08  
2.27435e-08  1.4167e-08  
2.2468e-08  1.46001e-08  
2.21791e-08  1.50353e-08  
2.18798e-08  1.54676e-08  
2.15771e-08  1.58872e-08  
2.12526e-08  1.63186e-08  
2.09286e-08  1.67355e-08  
2.05798e-08  1.71594e-08  
2.02402e-08  1.75586e-08  
1.98782e-08  1.79675e-08  
1.95135e-08  1.8363e-08  
1.91389e-08  1.8753e-08  
1.87544e-08  1.91375e-08  
1.83649e-08  1.95122e-08  
1.79655e-08  1.98802e-08  
1.75706e-08  2.02301e-08  
1.71557e-08  2.05829e-08  
1.67358e-08  2.09258e-08  
1.63207e-08  2.1251e-08  
1.58893e-08  2.15756e-08  
1.54642e-08  2.18824e-08  
1.50375e-08  2.21777e-08  
1.46036e-08  2.24658e-08  
1.41679e-08  2.27429e-08  
1.37318e-08  2.30089e-08  
1.32894e-08  2.32671e-08  
1.28574e-08  2.35096e-08  
1.24054e-08  2.37503e-08  
1.19798e-08  2.39678e-08  
1.15496e-08  2.4178e-08  
1.11143e-08  2.43812e-08  
1.06839e-08  2.45732e-08  
1.02517e-08  2.47564e-08  
9.82735e-09  2.49281e-08  
9.40652e-09  2.50898e-08  
8.98676e-09  2.52434e-08  
8.5682e-09  2.53881e-08  
8.16433e-09  2.55215e-08  
7.73016e-09  2.56558e-08  
7.36105e-09  2.57647e-08  
6.95853e-09  2.58763e-08  
6.57466e-09  2.59759e-08  
6.18969e-09  2.60703e-08  
5.81084e-09  2.61576e-08  
5.43949e-09  2.62374e-08  
5.07199e-09  2.63107e-08  
4.71014e-09  2.63777e-08  
4.34794e-09  2.64399e-08  
4.00278e-09  2.64943e-08  
3.65994e-09  2.65438e-08  
3.32348e-09  2.65883e-08  
2.98933e-09  2.66277e-08  
2.64479e-09  2.66641e-08  
2.34674e-09  2.66921e-08  
1.99829e-09  2.67206e-08  
1.69475e-09  2.67415e-08  
1.41454e-09  2.67576e-08  
1.10629e-09  2.67722e-08  
8.18244e-10  2.67828e-08  
5.51201e-10  2.67898e-08  
2.71854e-10  2.67937e-08  
6.69762e-14  2.67952e-08  
