1.2783e-16  9.38254e-22  
3.58085e-17  3.30946e-19  
3.54694e-17  6.69541e-19  
3.51735e-17  1.0926e-18  
3.49434e-17  1.3285e-18  
3.44677e-17  1.82598e-18  
3.40822e-17  2.18264e-18  
3.36896e-17  2.4378e-18  
3.33367e-17  2.89439e-18  
3.28548e-17  3.28199e-18  
3.25781e-17  3.64963e-18  
3.22622e-17  4.00122e-18  
3.17556e-17  4.38176e-18  
3.14634e-17  4.74187e-18  
3.11553e-17  5.1084e-18  
3.06391e-17  5.48668e-18  
3.03719e-17  5.78075e-18  
2.99562e-17  6.19645e-18  
2.9601e-17  6.53642e-18  
2.93013e-17  6.92539e-18  
2.89979e-17  7.23015e-18  
2.8623e-17  7.65467e-18  
2.80966e-17  8.02642e-18  
2.78509e-17  8.29924e-18  
2.74531e-17  8.77985e-18  
2.70108e-17  9.12557e-18  
2.66512e-17  9.48898e-18  
2.64843e-17  9.7478e-18  
2.57023e-17  1.01515e-17  
2.55538e-17  1.05709e-17  
2.52326e-17  1.09651e-17  
2.48468e-17  1.12871e-17  
2.44447e-17  1.16594e-17  
2.41063e-17  1.19978e-17  
2.37453e-17  1.23591e-17  
2.34293e-17  1.28019e-17  
2.29066e-17  1.32085e-17  
2.27775e-17  1.33472e-17  
2.23315e-17  1.38996e-17  
2.18043e-17  1.40546e-17  
2.15849e-17  1.43339e-17  
2.11732e-17  1.49653e-17  
2.08668e-17  1.54507e-17  
2.02478e-17  1.55759e-17  
2.01807e-17  1.56313e-17  
1.9322e-17  1.63053e-17  
1.92891e-17  1.65409e-17  
1.87671e-17  1.69598e-17  
1.83393e-17  1.73202e-17  
1.79686e-17  1.7653e-17  
1.79686e-17  1.7653e-17  
1.71643e-17  1.84103e-17  
1.70523e-17  1.878e-17  
1.65986e-17  1.90292e-17  
1.62169e-17  1.9484e-17  
1.58073e-17  1.97613e-17  
1.54679e-17  2.0031e-17  
1.50528e-17  2.06042e-17  
1.47056e-17  2.08418e-17  
1.45162e-17  2.12252e-17  
1.39978e-17  2.15022e-17  
1.34456e-17  2.20368e-17  
1.34272e-17  2.2204e-17  
1.27511e-17  2.28492e-17  
1.22438e-17  2.32034e-17  
1.22438e-17  2.32034e-17  
1.15731e-17  2.39302e-17  
1.14643e-17  2.39828e-17  
1.13254e-17  2.44377e-17  
1.06443e-17  2.4909e-17  
1.04172e-17  2.51643e-17  
9.96788e-18  2.54237e-17  
9.66393e-18  2.57912e-17  
9.27882e-18  2.63332e-17  
8.95189e-18  2.64397e-17  
8.70024e-18  2.72422e-17  
8.30846e-18  2.7586e-17  
7.7647e-18  2.78705e-17  
7.54814e-18  2.80238e-17  
7.13425e-18  2.83054e-17  
6.7757e-18  2.88311e-17  
6.45822e-18  2.90954e-17  
5.9351e-18  2.92175e-17  
5.68734e-18  2.94656e-17  
5.28678e-18  3.01706e-17  
5.00461e-18  3.03992e-17  
4.67179e-18  3.09413e-17  
4.30924e-18  3.15727e-17  
3.94579e-18  3.16331e-17  
3.29877e-18  3.21558e-17  
2.84161e-18  3.23707e-17  
2.84161e-18  3.23707e-17  
2.13047e-18  3.33077e-17  
2.13047e-18  3.33077e-17  
1.56265e-18  3.36447e-17  
1.38947e-18  3.40638e-17  
1.02529e-18  3.41755e-17  
6.56236e-19  3.4543e-17  
3.26064e-19  3.52443e-17  
1.61487e-21  3.64429e-17  
